id,uuid,quality_grade,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
331563766,25da44ca-63aa-4810-a02b-cf0872f189f5,research,false,3,"Marymoor Park, Redmond, WA, US",47.6607133333,-122.114525,6,,,,6,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
331586915,a05c9844-332b-4136-9a31-fad3ec02ca46,research,false,333,Kent,47.3800735474,-122.2465820313,3,,,,3,,open,false,,,Kent City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
331599125,5bb149a9-c164-4dd8-978f-06ff51ab0f4f,research,false,2,"14th Ave NW & NW 103rd St, Seattle, WA 98177, USA",47.7042346584,-122.3751888424,53,,,,53,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
331985687,8c08d178-fbe1-4348-b6e1-7e66547bc85e,research,false,843,"Lake Washington Blvd E, Seattle, WA, US",47.6275383333,-122.294075,7,,,,7,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
331993526,7bbbb0c8-4a48-4202-b6b1-09f5d9641e91,research,false,843,"SR-522 E, Bothell, WA, US",47.7580833333,-122.1765616667,5,,,,5,,open,false,,,Bothell City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
332004615,2f2d6515-e688-4173-bf20-12234d5ebbc2,research,false,,"Seattle, WA, USA",47.5907197846,-122.3805897737,151,,,,151,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
332171299,bd00b210-aa64-45e4-9c0f-687f9147321b,research,false,2,"15th Ave NW & NW 87th St, Seattle, WA 98117, USA",47.6943587193,-122.3790445179,67,,,,67,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
332171422,9150bf1e-eaf7-43fd-8185-d127a5455475,research,false,2,"Holman Rd NW & 9th Ave NW, Seattle, WA 98117, USA",47.698647165,-122.3706230521,4,,,,4,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
332272807,edc52f92-70c0-4dd8-b0a7-249b3a5c29e9,research,false,2,"Harbor Ave SW & SW Maryland Pl, Seattle, WA 98116, EE. UU.",47.5928146997,-122.3851800997,,,,,,,open,false,gps,gps,,King,Cuervo Norteamericano,Corvus brachyrhynchos,American Crow,Aves,8021
332360309,1dc0b59f-cb06-40a3-8dc2-05f3d259d2f2,research,false,843,"10th Ave W, Seattle, WA, US",47.6438928848,-122.3700762098,1819,,,,1819,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
332535274,5d77402f-b019-4ef4-b3ca-81595db0b7c9,research,false,843,"NE 124th St, Kirkland, WA, US",47.7113216667,-122.1891166667,2,,,,2,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
332591179,62341a32-7b55-46f2-948d-fb72fec57063,research,false,2,"Broadway & E Pine St, Seattle, WA 98122, USA",47.6161083333,-122.3206888889,,,,,,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
332668020,c145baed-bff0-4d14-b0ac-8e95c1e5f929,research,false,,"Downtown, Redmond, WA 98052, USA",47.676621247,-122.1319424518,4,,,,4,,open,false,,,Redmond City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
332698196,9ddae0d6-62fa-4221-a85e-b5a378a162c3,research,false,,"Rainier Valley, Seattle, WA, USA",47.5547035844,-122.2514006422,740,,,,740,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
332774495,809a93f3-1821-40c0-b596-2c7c5e6d6dd6,research,false,843,"Beach Dr SW, Seattle, WA, US",47.57362,-122.41638,3,,,,3,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
332806533,95bba87d-0f7d-400d-9e30-8c5d72dfe693,research,false,,"Warren G. Magnuson Park, 7400 Sand Point Way NE, Seattle, WA 98115, USA",47.6797687,-122.2536022,271,,,,271,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
332910872,1289e483-6841-40de-836b-1c76e87496fa,research,false,2,"Holman Rd NW & 9th Ave NW, Seattle, WA 98117, USA",47.6992273102,-122.369842194,86,,,,86,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
333037397,c6e62dbc-de3a-4e7a-8bb4-47ac24cd4f9f,research,false,2,"Ballinger Way NE & 19th Ave NE, Shoreline, WA 98155, USA",47.7758361111,-122.3107055556,,,,,,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
333085152,e9d0887e-cbd3-4288-b97c-7b6cbcacd8db,research,false,,"Lawton Park, Seattle, WA 98199, USA",47.6620510872,-122.4347168096,96,,,,96,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
333106434,e1a535f1-3d12-4b8f-be95-5fd57b780c32,research,false,2,"15th Ave NE & NE 43rd St, Seattle, WA 98105, USA",47.6598222222,-122.3101138889,,,,,,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
333106955,166b5581-aff5-416a-8f64-36db8bacc190,research,false,2,"15th Ave NE & NE 43rd St, Seattle, WA 98105, USA",47.6598222222,-122.3101138889,,,,,,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
333112976,670a7c25-56a3-4db9-aa18-dbc8cb0d1197,research,false,2,"Central Plaza Garage, Seattle, WA 98105, USA",47.6558444444,-122.3115694444,,,,,,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
333170972,cfe24aaf-8953-4d33-9225-812a0510e22f,research,false,843,"E Jefferson St, Seattle, WA, US",47.60622,-122.3053283333,3,,,,3,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
333184599,fd127843-bce9-487e-940e-05e7d122dcd0,research,false,,"Lawton Park, Seattle, WA 98199, USA",47.6545367576,-122.414785092,111,,,,111,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
333221487,72fbbc48-a3f7-426e-a23f-2644fa2274de,research,false,843,"Seattle, WA, US",47.6570133333,-122.292345,13,,,,13,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
333225339,aa155584-7561-45dd-93f2-a0ed513f8880,research,false,2,"Richmond Beach, Shoreline, WA 98177, USA",47.7632693617,-122.385498248,72,,,,72,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
333489640,b008a631-560e-4f95-beb5-14631a1c4516,research,false,2,"King County, US-WA, US",47.67971729,-122.24774199,6,,,,6,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
333489678,9215400e-022b-47c8-8a03-796c6e5f9cbb,research,false,2,"King County, US-WA, US",47.68106974,-122.2539421,8,,,,8,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
334008974,c9d59b4f-d919-4c93-8aa8-cbcc0c8bc054,research,false,2,"Lake Hills, Bellevue, WA, USA",47.6037777778,-122.142125,,,,,,,open,false,gps,gps,Bellevue City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
334133679,03241b89-ada2-44bf-b43f-7b53a172f06e,research,false,843,"Alaskan Way S, Seattle, WA, US",47.6039116667,-122.3386783333,11,,,,11,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
334525713,59f4aa13-2345-4d97-be0c-e06190cd643f,research,false,,"Seattle, WA, USA",47.71133311,-122.3799588202,2,,,,2,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
334538389,36f7da28-b2e9-4ad9-b8b9-0705d75971dd,research,false,333,Seattle,47.6227416992,-122.2862930298,3,,,,3,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
334538404,8d0969d1-25ee-4b4b-8d8d-60b9733bf718,research,false,333,Seattle,47.6227302551,-122.2862701416,3,,,,3,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
334638232,d857cf40-d95c-4ca0-a1eb-887cee21d7a2,research,false,843,"Airport Way S, Seattle, WA, US",47.5794616667,-122.3210616667,27,,,,27,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
334643296,488a1d95-b329-4ed9-b79e-2cf82f08a54d,research,false,843,"Magnolia Connector, Seattle, WA, US",47.66508,-122.3991083333,9,,,,9,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
334849275,d2cfbcbf-0a44-47e8-be72-fdd057161fdb,research,false,3,"Denny Way, Seattle, WA, US",47.6185614259,-122.353989163,29,,,,29,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335117912,9d149dca-75d2-401a-8bd8-19922b9beadd,research,false,843,"Sr-520 Trail, Seattle, WA, US",47.6464215049,-122.2919859986,37,,,,37,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335117997,cd7159d6-9e68-4345-ad3b-c5272e4a06af,research,false,2,"University of Washington, Seattle, WA, USA",47.6578213277,-122.2879543528,31,,,,31,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335118263,d4131cc1-9d15-4702-8369-e3dc4565e6d8,research,false,843,"Sr-520 Trail, Seattle, WA, US",47.6464581931,-122.2928286418,33,,,,33,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335136523,727824d2-6b85-4ee6-8320-c9d18eecd83a,research,false,,"North Queen Anne, Seattle, WA, USA",47.6446683495,-122.3594630773,6704,,,,6704,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335136703,f7041371-1e0d-4687-a1de-7ce89914b638,research,false,,"North Queen Anne, Seattle, WA, USA",47.6446683495,-122.3594630773,6704,,,,6704,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335172805,8dd42ef8-f0e8-485a-a742-19c158ab3bd3,research,false,,"Southeast Redmond, Redmond, WA 98052, USA",47.6599800967,-122.1100275067,,,,,,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335236327,a964d74a-d2ec-4a9b-9cd9-5bb2fdddc534,research,false,2,"W Mcgraw St & 32nd Ave W, Seattle, WA 98199, USA",47.6392805556,-122.3969194444,,,,,,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335433469,312df9d0-daac-4f0b-9a98-35568f824662,research,false,2,"Seattle Pier 66, Seattle, WA 98121, USA",47.6125638889,-122.3490611111,,,,,,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335438229,712964f7-ccd7-49a0-9866-566764f023a1,research,false,3,"Van Doren's Landing Park, Kent, WA, US",47.404655,-122.27063,,,,,,,open,false,,,Kent City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335599006,78e62440-3069-43b8-a35b-1f4a5eb777b4,research,false,,"Seattle, WA, USA",47.6793584117,-122.2417800026,8902,,,,8902,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335617836,7e284264-4003-4a3b-b1af-751352918905,research,false,2,"Aurora Ave N & N 185th St, Shoreline, WA 98133, USA",47.7630555556,-122.3465694444,,,,,,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335619878,22eb5a3f-1c7f-4034-967d-78ddc937b3a3,research,false,2,"Aurora Ave N & N 185th St, Shoreline, WA 98133, USA",47.7622777778,-122.3473555556,,,,,,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335644066,85602a57-2475-48a5-9021-74f7cc440dd9,research,false,2,"NE 45th St & 17th Ave NE, Seattle, WA 98105, USA",47.6611964945,-122.309930441,66,,,,66,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335652533,e3dc786e-5279-46b5-8409-560d4338f76b,research,false,2,"SEA N Concourse, SeaTac, WA 98158, USA",47.4491444444,-122.3036111111,,,,,,,open,false,gps,gps,Seatac City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335742133,7d9a12a7-bd3f-40f1-bfd6-51dcaae840c0,research,false,843,"E Stevens Way NE, Seattle, WA, US",47.6581292457,-122.3075323532,7,,,,7,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335755957,d36b5749-9742-4883-a886-5da663983238,research,false,843,"Brooklyn Ave NE, Seattle, WA, US",47.6526770804,-122.3146760284,21,,,,21,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335761285,f29b27e5-8015-4dff-8924-192128474f60,research,false,843,"NE Skagit Ln, Seattle, WA, US",47.656232321,-122.3071173084,14,,,,14,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335770469,04cd70a7-7927-417c-9fd7-345b73c86976,research,false,2,"Stevens Way & Pend Oreille Rd, Seattle, WA 98105, USA",47.6575837797,-122.3047291394,22,,,,22,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335843578,3e560649-41be-4ac9-a3e9-35b81c8e62c8,research,false,3,"20th Ave NE, Seattle, WA, US",47.7233423748,-122.3057591053,20,,,,20,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335850947,19d5ac2d-0f02-4cf6-8464-671f54cfe833,research,false,3,"University of Washington, Seattle, WA, US",47.6571429754,-122.3071893119,5,,,,5,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335851951,2cbf7f5b-2f80-4109-81a6-125daf7bd526,research,false,2,"Broadview, Seattle, WA, USA",47.7115597914,-122.3783689365,19,,,,19,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335857583,bdeed798-2366-4bec-9686-39f83a661dc5,research,false,843,"NE Skagit Ln, Seattle, WA, US",47.6575172192,-122.3064861587,7,,,,7,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335869511,e16b9ff8-55c4-4348-b081-bd869a482205,research,false,333,SeaTac,47.4348526001,-122.2763214111,6,,,,6,,open,false,,,Seatac City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335872638,93fa8959-bce7-46ec-8e19-50a8e87d2e70,research,false,843,"NE Boat St, Seattle, WA, US",47.6520627462,-122.3151371608,2,,,,2,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335878026,5f241a73-f43f-4ac3-a682-80a1c1199bef,research,false,843,"35th Ave SW, Seattle, WA, US",47.5555571056,-122.3723143713,272,,,,272,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335888538,815553dc-87b5-47d8-a854-179b27ce9a0c,research,false,2,"15th Ave NE & NE 40th St, Seattle, WA 98105, USA",47.6551118726,-122.3118020408,14,,,,14,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335891250,d76e1f14-457f-48ca-b0f8-e5d40cb92e75,research,false,3,"S Graham St, Seattle, WA, US",47.5460616667,-122.26763,4,,,,4,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335893588,3004f7a2-ab34-4bb1-8152-8b6a4b97c38d,research,false,843,"George Washington Ln, Seattle, WA, US",47.6577594644,-122.3111300637,14,,,,14,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335893597,dd0bd436-5664-4fdc-8a28-ba49b1154428,research,false,843,"George Washington Ln, Seattle, WA, US",47.6573004295,-122.3107544706,3,,,,3,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335912710,8b42ca91-3230-4a01-b065-bae70c5fa38d,research,false,843,"16th Ave NE, Seattle, WA, US",47.6647442187,-122.3107811902,52,,,,52,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
335974330,37cd3b23-d57b-43a2-8d28-3791d3c32d2f,research,false,843,"W Meeker St, Kent, WA, US",47.3818615839,-122.2389515963,9,,,,9,,open,false,,,Kent City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
336040757,0cd11488-17d1-4122-831c-50a454cd3255,research,false,2,"Phinney Ridge, Seattle, WA, USA",47.6728683049,-122.3488425091,242,,,,242,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
336120682,0e2a075b-0c9b-4c9d-8296-390c508b21f1,research,false,,"Kennydale, Renton, WA 98056, USA",47.5104591503,-122.2035458645,7,,,,7,,open,false,,,Renton City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
336141403,5badf32d-f866-4e70-84a4-23738ca8824c,research,false,2,"King County, US-WA, US",47.472112657,-122.3825468718,,,,,26839,obscured,open,true,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
336484987,46c4511c-4079-47e9-9b6f-a8defc4053ec,research,false,843,"N 83rd St, Seattle, WA, US",47.6891883333,-122.3533383333,3,,,,3,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
336602735,e0ece7ae-87df-4344-94fe-88d4edc5807f,research,false,3,"University of Washington, Seattle, WA, US",47.6541216667,-122.3072666667,10,,,,10,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
336700372,c401be07-df39-46bb-af6d-c34969ca38d5,research,false,843,"Eastlake Ave E, Seattle, WA, US",47.6275216667,-122.329155,4,,,,4,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
336707502,4df2f0cc-d03e-4fc6-926c-78f762fdf2a2,research,false,,"Seattle, WA, USA",47.7115048387,-122.3799325914,50,,,,50,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
336765088,ee923c82-190a-4653-a247-a46e2f8fc004,research,false,3,"University of Washington, Seattle, WA, US",47.6564616667,-122.29412,4,,,,4,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
336981883,55c65319-6e77-41de-9434-603be1799675,research,false,,"King, Washington, United States",47.56423165,-122.4068699833,,,,,,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
337003163,613cf8e3-afbd-4ee6-9f0a-7fdc10b382cd,research,false,,"University District, Seattle, WA 98105, USA",47.6617611111,-122.3132083333,65,,,,65,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
337014226,d15c6be6-440b-4dbe-ae0d-3d1366f2179a,research,false,843,"W Commodore Way, Seattle, WA, US",47.66492,-122.3984916667,13,,,,13,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
337141326,13ecb7bf-4a41-4452-b00a-f95c627a66be,research,false,3,"Van Doren's Landing Park, Kent, WA, US",47.4037633333,-122.2735216667,,,,,,,open,false,,,Kent City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
337150191,18bcc778-c0e8-4a86-9596-b18f60999a90,research,false,2,"S 144th St & Pacific Hwy S, Tukwila, WA 98168, USA",47.4746609997,-122.2858947,,,,,,,open,false,gps,gps,Tukwila City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
337174348,38a60d0d-7539-49f2-a61b-c10f71880ac5,research,false,2,"Pioneer Square, Seattle, WA, USA",47.6022938143,-122.3389233649,7,,,,7,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
337566239,5170c45d-41cf-4237-aabb-a44d6183049a,research,false,2,"Broadview, Seattle, WA, USA",47.7123015424,-122.3794646189,9,,,,9,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
337584902,a9a659b3-1f70-491a-83db-84330589f8c8,research,false,2,"King County, US-WA, US",47.72476352,-122.34879188,6,,,,6,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
337698483,2603cb73-0aed-4e09-9d79-a708dbeb7a93,research,false,2,"Lawton Park, Seattle, WA 98199, USA",47.6573866079,-122.4139792845,54,,,,54,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
337715515,9f67cd7d-5a10-47b2-a968-f154e9916b7c,research,false,3,"E Pike St, Seattle, WA, US",47.61395,-122.3195583333,14,,,,14,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
337844476,e39b6ba2-3eb9-42a2-bd63-4c073ad44e5c,research,false,843,"Seattle, WA, US",47.6232716667,-122.3511966667,5,,,,5,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
338006736,c570bbd8-412d-4622-a990-4e30e6dbbbf0,research,false,2,"Seattle Waterfront, Seattle, WA, USA",47.6031752443,-122.3382518068,14,,,,14,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
338472916,8c9df5cb-c130-4b38-bd14-2acc7047b51f,research,false,2,"North Beach/Blue Ridge, Seattle, WA, USA",47.6978564783,-122.3801049963,19,,,,19,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
338632315,143d657f-d8b9-463c-9fd0-0246e62da4f8,research,false,843,"NE 46th St, Seattle, WA, US",47.6618583333,-122.298295,13,,,,13,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
338800070,f05f7d6b-cf93-4036-b8eb-9e5af0b8b1f3,research,false,3,"S Prentice St, Seattle, WA, US",47.5082083333,-122.2550283333,3,,,,3,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
338853956,217e334e-c577-40c2-a7b8-c615a91c15e2,research,false,843,"George Washington Ln, Seattle, WA, US",47.656005,-122.3098966667,100,,,,100,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339093030,70f43651-675b-43c5-aa15-c17704872dc6,research,false,,"King County, US-WA, US",47.4625227239,-122.3569180059,4,,,,26839,obscured,open,true,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339093036,72793797-b142-4da8-b509-9834b261994b,research,false,,"King County, US-WA, US",47.5609004743,-122.2998309212,4,,,,26839,obscured,open,true,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339093048,ce4667cf-efe7-4d26-a0d2-3eea6117107c,research,false,,"Kent, WA, USA",47.4023613414,-122.2520440784,15,,,,15,,open,false,,,Kent City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339099596,837eeb72-7cca-421c-b860-a200dd89c83c,research,false,843,"Lake St S, Kirkland, WA, US",47.6741416667,-122.2071916667,8,,,,8,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339199963,5e72087e-2031-4336-bbd7-dc3dc1ee950c,research,false,333,Seattle,47.6235694885,-122.3197250366,6,,,,6,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339201099,81bc1d45-d79a-4a78-909c-3058be392ac5,research,false,3,"Brooklyn Ave NE, Seattle, WA, US",47.6592333333,-122.3144833333,17,,,,17,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339216675,024047e6-04ad-4700-a9bc-c65776cff864,research,false,2,"15th Ave E & E Highland Dr, Seattle, WA 98112, USA",47.6309242,-122.3155002,,,,,,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339329078,0452412c-429f-4478-b499-8da4f6188047,research,false,843,"Marymoor Connector Trail, Redmond, WA, US",47.6641912941,-122.1104403784,65,,,,65,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339366372,8f72e308-6333-4b9c-acbf-54450e5f0dc2,research,false,,"Kennydale, Renton, WA 98056, USA",47.5087645391,-122.2026293477,13,,,,13,,open,false,,,Renton City Limits,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339394932,da5a8f63-d592-4c96-8018-ff0481059d34,research,false,,"Fremont, Seattle, WA, USA",47.6516527778,-122.3451388889,,,,,,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339526613,a0577931-4686-451a-afa2-7af073001e00,research,false,2,"N 135th St & Linden Ave N, Seattle, WA 98133, USA",47.7247610659,-122.3488512263,63,,,,63,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339586392,762af7d4-bd5d-4062-8428-4a35502d5d97,research,false,2,"8th Ave NW & NW 100th Pl, Seattle, WA 98117, USA",47.7011698809,-122.368644923,20,,,,20,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
339991260,66d8f32e-b848-43de-8a27-215fc00c100c,research,false,,"Interbay, Seattle, WA, USA",47.6280774699,-122.3721031706,84,,,,84,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
340060006,c33e072c-9450-4632-8ac0-f695eec8e59b,research,false,3,"Rustic Rd S, Seattle, WA, US",47.5068463572,-122.245698413,9,,,,9,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
340060968,db95631e-a431-40f3-a2e4-590a383de62d,research,false,3,"Forest Ave S, Seattle, WA, US",47.507145,-122.2380833333,3,,,,3,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
340061340,0c14819c-ca79-4aad-aa8d-830aed83dbd1,research,false,843,"Shoreline, WA, US",47.7556916473,-122.3638071226,14,,,,14,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
340096784,339dd5c1-98a7-421f-9a5e-fd1a252f9226,research,false,2,"E Denny Way & Melrose Ave, Seattle, WA 98122, USA",47.6185138889,-122.3281694444,,,,,,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
340104626,3b4e56eb-143f-4a15-9f66-9844e7dfb5b3,research,false,2,"Sand Point, Seattle, WA 98115, USA",47.6792129,-122.248186,,,,,,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
340105039,689a72b5-d4e7-48c1-9f4e-35c7a4c37f90,research,false,3,"University of Washington, Seattle, WA, US",47.652355,-122.3163383333,4,,,,4,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
340274099,5ce32f48-1443-4146-ad46-dfe1484ed960,research,false,2,"California Ave SW & Erskine Way SW, Seattle, WA 98116, USA",47.5581432997,-122.3876886,,,,,,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
340504185,c64965b7-f812-4e5d-a8ae-33ba3cdbfa9f,research,false,2,"2nd Ave & Lenora St, Seattle, WA 98121, USA",47.6106174124,-122.3457157239,227,,,,227,,open,false,gps,gps,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
340653923,bab199bb-f8a2-4a6f-88a3-289c0c75cec0,research,false,,"3015 NW 54th St, Seattle, WA 98107, USA",47.6655043,-122.3971838,260,,,,260,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
340722290,02e2bcab-92a7-48f4-ae09-b435181afcf6,research,false,,"Sunset Hill, Seattle, WA, USA",47.6917639069,-122.4032340736,50,,,,50,,open,false,,,,King,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
